Discovered 1223 test files (0 tests) under ['tests']; running with -j 64
[  0.0% |     0/0 | ✓22725 | ✗   25] ✓ tests/tools/test_skill_usage.py (41✓, 9.8s)
[  0.0% |     0/0 | ✓22729 | ✗   25] ✓ tests/tools/test_tts_path_traversal.py (4✓, 4.4s)
[  0.0% |     0/0 | ✓22819 | ✗   25] ✓ tests/tools/test_discord_tool.py (90✓, 26.2s)
[  0.0% |     0/0 | ✓22826 | ✗   25] ✓ tests/tools/test_video_generation_dispatch.py (7✓, 3.4s)
[  0.0% |     0/0 | ✓22834 | ✗   25] ✓ tests/tools/test_tts_xai_speech_tags.py (8✓, 4.2s)
[  0.0% |     0/0 | ✓22868 | ✗   25] ✓ tests/tools/test_terminal_compound_background.py (34✓, 8.9s)
[  0.0% |     0/0 | ✓22913 | ✗   25] ✓ tests/tools/test_skills_sync.py (45✓, 11.1s)
[  0.0% |     0/0 | ✓22929 | ✗   25] ✓ tests/tools/test_tts_piper.py (16✓, 5.4s)
[  0.0% |     0/0 | ✓22992 | ✗   25] ✓ tests/tools/test_skills_guard.py (63✓, 12.0s)
[  0.0% |     0/0 | ✓23029 | ✗   25] ✓ tests/tools/test_threat_patterns.py (37✓, 9.6s)
[  0.0% |     0/0 | ✓23045 | ✗   25] ✓ tests/tools/test_tts_mistral.py (16✓, 7.1s)
[  0.0% |     0/0 | ✓23047 | ✗   25] ✓ tests/tui_gateway/test_review_summary_callback.py (2✓, 2.1s)
[  0.0% |     0/0 | ✓23054 | ✗   25] ✓ tests/website/test_generate_skill_docs.py (7✓, 2.3s)
[  0.0% |     0/0 | ✓23058 | ✗   25] ✓ tests/tui_gateway/test_entry_sys_path.py (4✓, 3.2s)
[  0.0% |     0/0 | ✓23065 | ✗   25] ✓ tests/tui_gateway/test_render.py (7✓, 2.6s)
[  0.0% |     0/0 | ✓23091 | ✗   25] ✓ tests/tools/test_transcription.py (26✓, 9.5s)
[  0.0% |     0/0 | ✓23142 | ✗   25] ✓ tests/tools/test_file_tools_live.py (51✓, 26.6s)
[  0.0% |     0/0 | ✓23173 | ✗   25] ✓ tests/tools/test_registry.py (31✓, 15.8s)
[  0.0% |     0/0 | ✓23192 | ✗   25] ✓ tests/tools/test_tts_speed.py (19✓, 7.2s)
[  0.0% |     0/0 | ✓23208 | ✗   25] ✓ tests/tools/test_mcp_stability.py (16✓, 19.6s)
[  0.0% |     0/0 | ✓23220 | ✗   25] ✓ tests/tools/test_windows_compat.py (12✓, 4.8s)
[  0.0% |     0/0 | ✓23234 | ✗   25] ✓ tests/tools/test_web_providers.py (14✓, 6.0s)
[  0.0% |     0/0 | ✓23239 | ✗   25] ✓ tests/tools/test_video_generation_dynamic_schema.py (5✓, 6.6s)
[  0.0% |     0/0 | ✓23303 | ✗   25] ✓ tests/tools/test_process_registry.py (64✓, 17.3s)
[  0.0% |     0/0 | ✓23332 | ✗   25] ✓ tests/tools/test_video_analyze.py (29✓, 7.4s)
[  0.0% |     0/0 | ✓23359 | ✗   25] ✓ tests/tools/test_tts_max_text_length.py (27✓, 9.2s)
[  0.0% |     0/0 | ✓23379 | ✗   25] ✓ tests/tools/test_write_deny.py (20✓, 5.7s)
[  0.0% |     0/0 | ✓23426 | ✗   25] ✓ tests/tools/test_tool_backend_helpers.py (47✓, 11.3s)
[  0.0% |     0/0 | ✓23642 | ✗   25] ✓ tests/test_argo_state.py (216✓, 43.4s)
[  0.0% |     0/0 | ✓23677 | ✗   25] ✓ tests/tools/test_tts_plugin_dispatch.py (35✓, 8.9s)
[  0.0% |     0/0 | ✓23696 | ✗   25] ✓ tests/tools/test_yolo_mode.py (19✓, 5.6s)
[  0.0% |     0/0 | ✓23777 | ✗   25] ✓ tests/tools/test_kanban_tools.py (81✓, 27.0s)
[  0.0% |     0/0 | ✓23795 | ✗   25] ✓ tests/tools/test_vision_native_fast_path.py (18✓, 7.8s)
[  0.0% |     0/0 | ✓23881 | ✗   25] ✓ tests/tools/test_skill_manager_tool.py (86✓, 15.9s)
[  0.0% |     0/0 | ✓23899 | ✗   25] ✓ tests/tools/test_web_providers_ddgs.py (18✓, 7.4s)
[  0.0% |     0/0 | ✓23948 | ✗   25] ✓ tests/tools/test_tool_result_storage.py (49✓, 11.9s)
[  0.0% |     0/0 | ✓23976 | ✗   25] ✓ tests/tools/test_transcription_plugin_dispatch.py (28✓, 11.8s)
[  0.0% |     0/0 | ✓24005 | ✗   25] ✓ tests/tools/test_watch_patterns.py (29✓, 8.1s)
[  0.0% |     0/0 | ✓24044 | ✗   25] ✓ tests/tools/test_web_providers_xai.py (39✓, 7.9s)
[  0.0% |     0/0 | ✓24069 | ✗   25] ✓ tests/tools/test_x_search_tool.py (25✓, 7.2s)
[  0.0% |     0/0 | ✓24159 | ✗   25] ✓ tests/tools/test_tirith_security.py (90✓, 13.3s)
[  0.0% |     0/0 | ✓24209 | ✗   25] ✓ tests/tools/test_transcription_command_providers.py (50✓, 12.8s)
[  0.0% |     0/0 | ✓24231 | ✗   25] ✓ tests/tools/test_web_providers_brave_free.py (22✓, 8.8s)
[  0.0% |     0/0 | ✓24419 | ✗   25] ✓ tests/tools/test_approval.py (188✓, 39.4s)
[  0.0% |     0/0 | ✓24505 | ✗   25] ✓ tests/tools/test_skills_tool.py (86✓, 16.4s)
[  0.0% |     0/0 | ✓24512 | ✗   25] ✓ tests/tui_gateway/test_make_agent_provider.py (7✓, 6.8s)
[  0.0% |     0/0 | ✓24528 | ✗   25] ✓ tests/tools/test_video_generation_tool_surface_matrix.py (16✓, 9.7s)
[  0.0% |     0/0 | ✓24553 | ✗   25] ✓ tests/tools/test_web_providers_searxng.py (25✓, 9.2s)
[  0.0% |     0/0 | ✓24602 | ✗   25] ✓ tests/tools/test_web_tools_config.py (49✓, 9.0s)
[  0.0% |     0/0 | ✓24654 | ✗   25] ✓ tests/tools/test_tts_command_providers.py (52✓, 13.4s)
[  0.0% |     0/0 | ✓24669 | ✗   25] ✓ tests/tools/test_web_tools_tavily.py (15✓, 9.3s)
[  0.0% |     0/0 | ✓24727 | ✗   25] ✓ tests/tools/test_windows_native_support.py (58✓, 9.2s)
[  0.0% |     0/0 | ✓24852 | ✗   25] ✓ tests/tools/test_skills_hub.py (125✓, 18.1s)
[  0.0% |     0/0 | ✓24867 | ✗   25] ✓ tests/tools/test_tts_gemini.py (15✓, 13.6s)
[  0.0% |     0/0 | ✓24979 | ✗   25] ✓ tests/tools/test_url_safety.py (112✓, 11.9s)
[  0.0% |     0/0 | ✓25015 | ✗   25] ✓ tests/tools/test_code_execution_modes.py (36✓, 37.6s)
[  0.0% |     0/0 | ✓25201 | ✗   25] ✓ tests/test_tui_gateway_server.py (186✓, 42.8s)
[  0.0% |     0/0 | ✓25285 | ✗   25] ✓ tests/tools/test_voice_cli_integration.py (84✓, 12.0s)
[  0.0% |     0/0 | ✓25381 | ✗   25] ✓ tests/tools/test_transcription_tools.py (96✓, 16.0s)
[  0.0% |     0/0 | ✓25445 | ✗   25] ✓ tests/tools/test_vision_tools.py (64✓ 6s, 12.3s)
[  0.0% |     0/0 | ✓25467 | ✗   25] ✓ tests/tools/test_website_policy.py (22✓, 11.6s)
[  0.0% |     0/0 | ✓25602 | ✗   25] ✓ tests/tools/test_delegate.py (135✓, 36.8s)
[  0.0% |     0/0 | ✓25670 | ✗   25] ✓ tests/tools/test_homeassistant_tool.py (68✓, 33.3s)
[  0.0% |     0/0 | ✓25679 | ✗   25] ✓ tests/tools/test_zombie_process_cleanup.py (9✓, 12.1s)
[  0.0% |     0/0 | ✓25744 | ✗   25] ✓ tests/tools/test_voice_mode.py (65✓, 14.0s)
[  0.0% |     0/0 | ✓25755 | ✗   25] ✓ tests/tui_gateway/test_goal_command.py (11✓, 12.3s)
[  0.0% |     0/0 | ✓25808 | ✗   25] ✓ tests/tui_gateway/test_protocol.py (53✓, 13.9s)
[  0.0% |     0/0 | ✓26004 | ✗   25] ✓ tests/tools/test_mcp_tool.py (196✓, 35.6s)
[  0.0% |     0/0 | ✓26348 | ✗   25] ✓ tests/run_agent/test_run_agent.py (344✓, 127.5s)
[  0.0% |     0/0 | ✓26415 | ✗   25] ✓ tests/tools/test_code_execution.py (67✓, 110.7s)

=== Summary: 1223 files, 26415 tests passed, 25 failed (0% complete) in 246.4s (64 workers) ===
  Durations cached to test_durations.json (1223 files)

=== Per-file subprocess time distribution ===
  Files:   1223
  Total subprocess CPU-wall: 11047.6s  (runner wall: 246.4s, parallelism: 64x)
  P50: 6.60s  P90: 16.49s  P95: 24.20s  P99: 44.65s  Max: 127.55s
  <1s: 0 files (0%)  <2s: 29 files (2%)
  Top 10 slowest:
    127.55s  tests/run_agent/test_run_agent.py
    110.68s  tests/tools/test_code_execution.py
     62.40s  tests/plugins/test_kanban_dashboard_plugin.py
     51.27s  tests/agent/test_auxiliary_client.py
     49.64s  tests/argo_cli/test_web_server.py
     49.56s  tests/argo_cli/test_api_key_providers.py
     49.51s  tests/argo_cli/test_kanban_core_functionality.py
     47.93s  tests/run_agent/test_provider_parity.py
     47.70s  tests/argo_cli/test_backup.py
     46.93s  tests/run_agent/test_run_agent_codex_responses.py

=== Failure output ===

--- tests/argo_cli/test_env_loader.py ---
============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-9.0.2, pluggy-1.6.0
rootdir: /home/vadim/Code/argo/dist/argo
configfile: pyproject.toml
plugins: anyio-4.13.0, asyncio-1.3.0, timeout-2.4.0
asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
timeout: 30.0s
timeout method: signal
timeout func_only: False
collected 6 items

tests/argo_cli/test_env_loader.py .....F                                 [100%]

=================================== FAILURES ===================================
_____________ test_main_import_applies_user_env_over_shell_values ______________

tmp_path = PosixPath('/tmp/pytest-of-vadim/pytest-1590/test_main_import_applies_user_0')
monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7f5c98640510>

    def test_main_import_applies_user_env_over_shell_values(tmp_path, monkeypatch):
        home = tmp_path / "argo"
        home.mkdir()
        (home / ".env").write_text(
            "OPENAI_BASE_URL=https://new.example/v1\nHERMES_INFERENCE_PROVIDER=custom\n",
            encoding="utf-8",
        )
    
        monkeypatch.setenv("ARGO_HOME", str(home))
        monkeypatch.setenv("OPENAI_BASE_URL", "https://old.example/v1")
        monkeypatch.setenv("ARGO_INFERENCE_PROVIDER", "openrouter")
    
        sys.modules.pop("argo_cli.main", None)
        importlib.import_module("argo_cli.main")
    
        assert os.getenv("OPENAI_BASE_URL") == "https://new.example/v1"
>       assert os.getenv("ARGO_INFERENCE_PROVIDER") == "custom"
E       AssertionError: assert 'openrouter' == 'custom'
E         
E         - custom
E         + openrouter

tests/argo_cli/test_env_loader.py:106: AssertionError
=========================== short test summary info ============================
FAILED tests/argo_cli/test_env_loader.py::test_main_import_applies_user_env_over_shell_values
========================= 1 failed, 5 passed in 1.19s ==========================

--- tests/argo_cli/test_cmd_update.py ---
============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-9.0.2, pluggy-1.6.0
rootdir: /home/vadim/Code/argo/dist/argo
configfile: pyproject.toml
plugins: anyio-4.13.0, asyncio-1.3.0, timeout-2.4.0
asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
timeout: 30.0s
timeout method: signal
timeout func_only: False
collected 20 items

tests/argo_cli/test_cmd_update.py FFFFFFFF.FFFFFF.....                   [100%]

=================================== FAILURES ===================================
_ TestCmdUpdateBranchFallback.test_update_falls_back_to_main_when_branch_not_on_remote _

self = <tests.argo_cli.test_cmd_update.TestCmdUpdateBranchFallback object at 0x7f35fe50c450>
mock_run = <MagicMock name='run' id='139869875384400'>
_mock_which = <MagicMock name='which' id='139869876648784'>
mock_args = namespace()
capsys = <_pytest.capture.CaptureFixture object at 0x7f35fe60c750>

    @patch("shutil.which", return_value=None)
    @patch("subprocess.run")
    def test_update_falls_back_to_main_when_branch_not_on_remote(
        self, mock_run, _mock_which, mock_args, capsys
    ):
        mock_run.side_effect = _make_run_side_effect(
            branch="fix/stoicneko", verify_ok=False, commit_count="3"
        )
    
        cmd_update(mock_args)
    
        commands = [" ".join(str(a) for a in c.args[0]) for c in mock_run.call_args_list]
    
        # rev-list should use origin/main, not origin/fix/stoicneko
        rev_list_cmds = [c for c in commands if "rev-list" in c]
>       assert len(rev_list_cmds) == 1
E       assert 0 == 1
E        +  where 0 = len([])

tests/argo_cli/test_cmd_update.py:60: AssertionError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Current version: 0.14.0
→ Checking PyPI for updates...
→ Running: /home/vadim/Code/argo/dist/argo/.venv-test/bin/python -m pip install --upgrade argo-agent
✓ Update complete! Restart argo to use the new version.
__ TestCmdUpdateBranchFallback.test_update_uses_current_branch_when_on_remote __

self = <tests.argo_cli.test_cmd_update.TestCmdUpdateBranchFallback object at 0x7f35fe50cb10>
mock_run = <MagicMock name='run' id='139869876583376'>
_mock_which = <MagicMock name='which' id='139869880132112'>
mock_args = namespace()
capsys = <_pytest.capture.CaptureFixture object at 0x7f35fe4ee490>

    @patch("shutil.which", return_value=None)
    @patch("subprocess.run")
    def test_update_uses_current_branch_when_on_remote(
        self, mock_run, _mock_which, mock_args, capsys
    ):
        mock_run.side_effect = _make_run_side_effect(
            branch="main", verify_ok=True, commit_count="2"
        )
    
        cmd_update(mock_args)
    
        commands = [" ".join(str(a) for a in c.args[0]) for c in mock_run.call_args_list]
    
        rev_list_cmds = [c for c in commands if "rev-list" in c]
>       assert len(rev_list_cmds) == 1
E       assert 0 == 1
E        +  where 0 = len([])

tests/argo_cli/test_cmd_update.py:83: AssertionError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Current version: 0.14.0
→ Checking PyPI for updates...
→ Running: /home/vadim/Code/argo/dist/argo/.venv-test/bin/python -m pip install --upgrade argo-agent
✓ Update complete! Restart argo to use the new version.
__________ TestCmdUpdateBranchFallback.test_update_already_up_to_date __________

self = <tests.argo_cli.test_cmd_update.TestCmdUpdateBranchFallback object at 0x7f35fe50d190>
mock_run = <MagicMock name='run' id='139869880257680'>
_mock_which = <MagicMock name='which' id='139869880390480'>
mock_args = namespace()
capsys = <_pytest.capture.CaptureFixture object at 0x7f35fe8721d0>

    @patch("shutil.which", return_value=None)
    @patch("subprocess.run")
    def test_update_already_up_to_date(
        self, mock_run, _mock_which, mock_args, capsys
    ):
        mock_run.side_effect = _make_run_side_effect(
            branch="main", verify_ok=True, commit_count="0"
        )
    
        cmd_update(mock_args)
    
        captured = capsys.readouterr()
>       assert "Already up to date!" in captured.out
E       AssertionError: assert 'Already up to date!' in '⚕ Updating Argo Agent...\n\n→ Current version: 0.14.0\n→ Checking PyPI for updates...\n→ Running: /home/vadim/Code/ar...o/.venv-test/bin/python -m pip install --upgrade argo-agent\n✓ Update complete! Restart argo to use the new version.\n'
E        +  where '⚕ Updating Argo Agent...\n\n→ Current version: 0.14.0\n→ Checking PyPI for updates...\n→ Running: /home/vadim/Code/ar...o/.venv-test/bin/python -m pip install --upgrade argo-agent\n✓ Update complete! Restart argo to use the new version.\n' = CaptureResult(out='⚕ Updating Argo Agent...\n\n→ Current version: 0.14.0\n→ Checking PyPI for updates...\n→ Running: /...est/bin/python -m pip install --upgrade argo-agent\n✓ Update complete! Restart argo to use the new version.\n', err='').out

tests/argo_cli/test_cmd_update.py:102: AssertionError
_ TestCmdUpdateBranchFallback.test_update_refreshes_repo_and_tui_node_dependencies _

self = <tests.argo_cli.test_cmd_update.TestCmdUpdateBranchFallback object at 0x7f35fe50d850>
mock_run = <MagicMock name='run' id='139869880048784'>
mock_which = <MagicMock name='which' id='139869880048656'>
mock_args = namespace()

    @patch("shutil.which")
    @patch("subprocess.run")
    def test_update_refreshes_repo_and_tui_node_dependencies(
        self, mock_run, mock_which, mock_args
    ):
        from argo_cli import main as hm
    
        mock_which.side_effect = {"uv": "/usr/bin/uv", "npm": "/usr/bin/npm"}.get
        mock_run.side_effect = _make_run_side_effect(
            branch="main", verify_ok=True, commit_count="1"
        )
        with patch.object(hm, "_is_termux_env", return_value=False):
            cmd_update(mock_args)
    
        npm_calls = [
            (call.args[0], call.kwargs.get("cwd"))
            for call in mock_run.call_args_list
            if call.args and call.args[0][0] == "/usr/bin/npm"
        ]
    
        # cmd_update runs npm commands in three locations:
        #   1. repo root  — slash-command / TUI bridge deps
        #   2. ui-tui/    — Ink TUI deps
        #   3. web/       — install + "npm run build" for the web frontend
        #
        # Repo-root and ui-tui installs intentionally omit `--silent` and run
        # without `capture_output` so optional postinstall scripts (e.g.
        # `@askjo/camofox-browser`'s browser-binary fetch) print progress —
        # otherwise long downloads look like a hang (#18840).  The web/ install
        # keeps `--silent` because its build step is short and noisy.
        update_flags = [
            "/usr/bin/npm",
            "ci",
            "--no-fund",
            "--no-audit",
            "--progress=false",
        ]
>       assert npm_calls[:2] == [
            (update_flags, PROJECT_ROOT),
            (update_flags, PROJECT_ROOT / "ui-tui"),
        ]
E       AssertionError: assert [] == [(['/usr/bin/...rgo/ui-tui'))]
E         
E         Right contains 2 more items, first extra item: (['/usr/bin/npm', 'ci', '--no-fund', '--no-audit', '--progress=false'], PosixPath('/home/vadim/Code/argo/dist/argo'))
E         Use -v to get more diff

tests/argo_cli/test_cmd_update.py:146: AssertionError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Current version: 0.14.0
→ Checking PyPI for updates...
→ Running: /usr/bin/uv pip install --upgrade argo-agent
✓ Update complete! Restart argo to use the new version.
_ TestCmdUpdateBranchFallback.test_update_non_interactive_runs_safe_config_migrations _

self = <tests.argo_cli.test_cmd_update.TestCmdUpdateBranchFallback object at 0x7f35fe50df90>
mock_args = namespace()
capsys = <_pytest.capture.CaptureFixture object at 0x7f35fe8823d0>

    def test_update_non_interactive_runs_safe_config_migrations(self, mock_args, capsys):
        """Dashboard/web updates apply non-interactive migrations before restart."""
        with patch("shutil.which", return_value=None), patch(
            "subprocess.run"
        ) as mock_run, patch("builtins.input") as mock_input, patch(
            "argo_cli.config.get_missing_env_vars", return_value=["MISSING_KEY"]
        ), patch(
            "argo_cli.config.get_missing_config_fields",
            return_value=[{"key": "new.option", "default": True}],
        ), patch("argo_cli.config.check_config_version", return_value=(1, 2)), patch(
            "argo_cli.config.migrate_config",
            return_value={"env_added": [], "config_added": ["new.option"]},
        ), patch("argo_cli.main.sys") as mock_sys:
            mock_sys.stdin.isatty.return_value = False
            mock_sys.stdout.isatty.return_value = False
            mock_run.side_effect = _make_run_side_effect(
                branch="main", verify_ok=True, commit_count="1"
            )
    
>           cmd_update(mock_args)

tests/argo_cli/test_cmd_update.py:193: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
argo_cli/main.py:8752: in cmd_update
    _cmd_update_impl(args, gateway_mode=gateway_mode)
argo_cli/main.py:8821: in _cmd_update_impl
    _cmd_update_pip(args)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

args = namespace()

    def _cmd_update_pip(args):
        """Update Argo via pip (for PyPI installs)."""
        from argo_cli import __version__
    
        print(f"→ Current version: {__version__}")
        print("→ Checking PyPI for updates...")
    
        uv = shutil.which("uv")
        if uv:
            cmd = [uv, "pip", "install", "--upgrade", "argo-agent"]
        else:
            cmd = [sys.executable, "-m", "pip", "install", "--upgrade", "argo-agent"]
    
>       print(f"→ Running: {' '.join(cmd)}")
                            ^^^^^^^^^^^^^
E       TypeError: sequence item 0: expected str instance, MagicMock found

argo_cli/main.py:8770: TypeError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Current version: 0.14.0
→ Checking PyPI for updates...
___ TestCmdUpdateProfileSkillSync.test_active_profile_included_in_skill_sync ___

self = <tests.argo_cli.test_cmd_update.TestCmdUpdateProfileSkillSync object at 0x7f35fe50e710>
mock_run = <MagicMock name='run' id='139869876775824'>
_mock_which = <MagicMock name='which' id='139869880129872'>
mock_args = namespace()
capsys = <_pytest.capture.CaptureFixture object at 0x7f35fea234d0>

    @patch("shutil.which", return_value=None)
    @patch("subprocess.run")
    def test_active_profile_included_in_skill_sync(
        self, mock_run, _mock_which, mock_args, capsys
    ):
        from pathlib import Path
    
        mock_run.side_effect = _make_run_side_effect(
            branch="main", verify_ok=True, commit_count="1"
        )
    
        default_p = SimpleNamespace(name="default", path=Path("/fake/.argo"))
        active_p = SimpleNamespace(name="bit", path=Path("/fake/.argo/profiles/bit"))
        other_p = SimpleNamespace(name="work", path=Path("/fake/.argo/profiles/work"))
        all_profiles = [default_p, active_p, other_p]
    
        synced_paths = []
    
        def fake_seed(path, quiet=False):
            synced_paths.append(path)
            return {"copied": [], "updated": [], "user_modified": []}
    
        empty_sync = {"copied": [], "updated": [], "user_modified": [], "cleaned": []}
    
        with (
            patch("argo_cli.profiles.list_profiles", return_value=all_profiles),
            patch("argo_cli.profiles.seed_profile_skills", side_effect=fake_seed),
            patch("tools.skills_sync.sync_skills", return_value=empty_sync),
        ):
            cmd_update(mock_args)
    
>       assert active_p.path in synced_paths, (
            f"Active profile 'bit' must be included in skill sync; got: {synced_paths}"
        )
E       AssertionError: Active profile 'bit' must be included in skill sync; got: []
E       assert PosixPath('/fake/.argo/profiles/bit') in []
E        +  where PosixPath('/fake/.argo/profiles/bit') = namespace(name='bit', path=PosixPath('/fake/.argo/profiles/bit')).path
